match_id,score,how dismissed,strike rate,4s,6s,batting position
Matches/MatchScorecard_ODI.asp?MatchCode=4234,53,notout,109.30,2,2,Middle Order
Matches/MatchScorecard_ODI.asp?MatchCode=4316,0,bKumar,0.00,0,0,Middle Order
Matches/MatchScorecard_ODI.asp?MatchCode=4266,35,notout,119.23,4,0,Middle Order
Matches/MatchScorecard_ODI.asp?MatchCode=4263,62,lbwbShankar,80.00,4,1,Middle Order
Matches/MatchScorecard_ODI.asp?MatchCode=4258,43,cKohlibJadhav,69.81,6,0,Top Order
Matches/MatchScorecard_ODI.asp?MatchCode=4236,11,cSharmabChahal,50.00,1,0,Middle Order
Matches/MatchScorecard_ODI.asp?MatchCode=4235,32,c†DhonibMohammedShami,80.56,3,0,Middle Order
Matches/MatchScorecard_ODI.asp?MatchCode=4074,18,notout,166.67,1,1,Middle Order
Matches/MatchScorecard_ODI.asp?MatchCode=4071,30,notout,96.43,1,1,Middle Order
Matches/MatchScorecard_ODI.asp?MatchCode=4069,78,notout,95.38,6,3,Middle Order
Matches/MatchScorecard_ODI.asp?MatchCode=4067,3,csubbKuldeepYadav,30.00,0,0,Middle Order
Matches/MatchScorecard_ODI.asp?MatchCode=4076,52,lbwbBumrah,73.02,4,1,Middle Order
Matches/MatchScorecard_ODI.asp?MatchCode=4170,0,cBallbAli,0.00,0,0,Top Order
Matches/MatchScorecard_ODI.asp?MatchCode=4169,1,bWood,50.00,0,0,Middle Order
Matches/MatchScorecard_ODI.asp?MatchCode=4168,50,runout,118.92,4,1,Middle Order
Matches/MatchScorecard_ODI.asp?MatchCode=4167,9,bPlunkett,50.00,0,0,Middle Order
Matches/MatchScorecard_ODI.asp?MatchCode=4166,24,c†ButtlerbRashid,68.75,0,1,Middle Order
Matches/MatchScorecard_ODI.asp?MatchCode=4125,105,cCurranbRashid,87.88,6,4,Top Order
Matches/MatchScorecard_ODI.asp?MatchCode=4123,17,cRoybRashid,127.27,3,0,Middle Order
Matches/MatchScorecard_ODI.asp?MatchCode=4117,67,csubbWoakes,130.23,3,2,Middle Order
Matches/MatchScorecard_ODI.asp?MatchCode=4115,4,c†ButtlerbRashid,66.67,0,0,Middle Order
Matches/MatchScorecard_ODI.asp?MatchCode=4108,73,cRootbWoakes,150.00,5,2,Middle Order
Matches/MatchScorecard_ODI.asp?MatchCode=3833,4,cRashidbAli,80.00,0,0,Middle Order
Matches/MatchScorecard_ODI.asp?MatchCode=4341,24,c†LathambNeesham,80.77,3,0,Middle Order
Matches/MatchScorecard_ODI.asp?MatchCode=3988,48,cNeeshambSantner,87.50,4,1,Middle Order
Matches/MatchScorecard_ODI.asp?MatchCode=3984,181,notout,124.79,9,11,Middle Order
Matches/MatchScorecard_ODI.asp?MatchCode=4226,80,cMarkramb,82.89,5,4,Middle Order
Matches/MatchScorecard_ODI.asp?MatchCode=4224,2,cHendricksbPretorius,22.22,0,0,Middle Order
Matches/MatchScorecard_ODI.asp?MatchCode=4222,16,cKlaasenbPhehlukwayo,100.00,2,0,Middle Order
Matches/MatchScorecard_ODI.asp?MatchCode=4270,23,bKumar,74.07,1,1,Middle Order
Matches/MatchScorecard_ODI.asp?MatchCode=4354,0,lbwbRashid,0.00,0,0,Middle Order
Matches/MatchScorecard_ODI.asp?MatchCode=4336,9,runout,53.33,1,0,Middle Order
Matches/MatchScorecard_ODI.asp?MatchCode=4329,19,notout,154.55,2,0,Middle Order
Matches/MatchScorecard_ODI.asp?MatchCode=4351,26,runout,64.71,4,0,Middle Order
Matches/MatchScorecard_ODI.asp?MatchCode=4312,23,cPooranbHolder,82.61,4,0,Middle Order
Matches/MatchScorecard_ODI.asp?MatchCode=4277,4,bUsmanShinwari,57.14,0,0,Middle Order
Matches/MatchScorecard_ODI.asp?MatchCode=4276,2,bYasirShah,66.67,0,0,Middle Order
Matches/MatchScorecard_ODI.asp?MatchCode=4275,11,bImadWasim,62.50,1,0,Middle Order
Matches/MatchScorecard_ODI.asp?MatchCode=4274,-,dnb,-,-,-,Middle Order
Matches/MatchScorecard_ODI.asp?MatchCode=4273,-,dnb,-,-,-,Middle Order
Matches/MatchScorecard_ODI.asp?MatchCode=4306,-,dnb,-,-,-,Middle Order
