matchid,date
Matches/MatchScorecard_ODI.asp?MatchCode=4317,2019-06-10
Matches/MatchScorecard_ODI.asp?MatchCode=4269,2019-03-10
Matches/MatchScorecard_ODI.asp?MatchCode=4339,2019-06-28
Matches/MatchScorecard_ODI.asp?MatchCode=4334,2019-06-23
Matches/MatchScorecard_ODI.asp?MatchCode=4328,2019-06-19
Matches/MatchScorecard_ODI.asp?MatchCode=4323,2019-06-15
Matches/MatchScorecard_ODI.asp?MatchCode=4351,2019-07-06
Matches/MatchScorecard_ODI.asp?MatchCode=4264,2019-03-06
Matches/MatchScorecard_ODI.asp?MatchCode=4303,2019-05-30
Matches/MatchScorecard_ODI.asp?MatchCode=4310,2019-06-05
Matches/MatchScorecard_ODI.asp?MatchCode=4272,2019-03-16
Matches/MatchScorecard_ODI.asp?MatchCode=4261,2019-03-03
Matches/MatchScorecard_ODI.asp?MatchCode=4307,2019-06-02
Matches/MatchScorecard_ODI.asp?MatchCode=4247,2019-01-30
Matches/MatchScorecard_ODI.asp?MatchCode=4244,2019-01-27
Matches/MatchScorecard_ODI.asp?MatchCode=4237,2019-01-19
Matches/MatchScorecard_ODI.asp?MatchCode=4226,2018-11-11
Matches/MatchScorecard_ODI.asp?MatchCode=4206,2018-09-30
Matches/MatchScorecard_ODI.asp?MatchCode=4224,2018-11-09
Matches/MatchScorecard_ODI.asp?MatchCode=4128,2018-02-07
Matches/MatchScorecard_ODI.asp?MatchCode=4208,2018-10-06
Matches/MatchScorecard_ODI.asp?MatchCode=4222,2018-11-04
Matches/MatchScorecard_ODI.asp?MatchCode=4127,2018-02-04
Matches/MatchScorecard_ODI.asp?MatchCode=4207,2018-10-03
Matches/MatchScorecard_ODI.asp?MatchCode=4135,2018-02-16
Matches/MatchScorecard_ODI.asp?MatchCode=4126,2018-02-01
Matches/MatchScorecard_ODI.asp?MatchCode=4042,2017-06-11
Matches/MatchScorecard_ODI.asp?MatchCode=4086,2017-10-22
Matches/MatchScorecard_ODI.asp?MatchCode=4083,2017-10-18
Matches/MatchScorecard_ODI.asp?MatchCode=4080,2017-10-15
Matches/MatchScorecard_ODI.asp?MatchCode=3990,2017-02-10
Matches/MatchScorecard_ODI.asp?MatchCode=4037,2017-06-07
Matches/MatchScorecard_ODI.asp?MatchCode=3989,2017-02-07
Matches/MatchScorecard_ODI.asp?MatchCode=4028,2017-05-24
Matches/MatchScorecard_ODI.asp?MatchCode=4002,2017-03-04
Matches/MatchScorecard_ODI.asp?MatchCode=3987,2017-02-04
Matches/MatchScorecard_ODI.asp?MatchCode=4033,2017-06-03
Matches/MatchScorecard_ODI.asp?MatchCode=3997,2017-02-25
Matches/MatchScorecard_ODI.asp?MatchCode=3995,2017-02-22
Matches/MatchScorecard_ODI.asp?MatchCode=3992,2017-02-19
Matches/MatchScorecard_ODI.asp?MatchCode=3983,2017-01-28
Matches/MatchScorecard_ODI.asp?MatchCode=3999,2017-03-01
Matches/MatchScorecard_ODI.asp?MatchCode=3985,2017-02-01
Matches/MatchScorecard_ODI.asp?MatchCode=3950,2016-10-12
Matches/MatchScorecard_ODI.asp?MatchCode=3890,2016-02-12
Matches/MatchScorecard_ODI.asp?MatchCode=3896,2016-06-11
Matches/MatchScorecard_ODI.asp?MatchCode=3940,2016-09-30
Matches/MatchScorecard_ODI.asp?MatchCode=3889,2016-02-09
Matches/MatchScorecard_ODI.asp?MatchCode=3894,2016-06-07
Matches/MatchScorecard_ODI.asp?MatchCode=3907,2016-06-24
Matches/MatchScorecard_ODI.asp?MatchCode=3903,2016-06-19
Matches/MatchScorecard_ODI.asp?MatchCode=3900,2016-06-15
Matches/MatchScorecard_ODI.asp?MatchCode=3887,2016-02-06
Matches/MatchScorecard_ODI.asp?MatchCode=3945,2016-10-05
Matches/MatchScorecard_ODI.asp?MatchCode=3892,2016-06-03
Matches/MatchScorecard_ODI.asp?MatchCode=3885,2016-02-03
Matches/MatchScorecard_ODI.asp?MatchCode=3891,2016-02-14
Matches/MatchScorecard_ODI.asp?MatchCode=3942,2016-10-02
Matches/MatchScorecard_ODI.asp?MatchCode=3816,2015-07-12
Matches/MatchScorecard_ODI.asp?MatchCode=3841,2015-10-11
Matches/MatchScorecard_ODI.asp?MatchCode=3783,2015-03-11
Matches/MatchScorecard_ODI.asp?MatchCode=3851,2015-10-25
Matches/MatchScorecard_ODI.asp?MatchCode=3848,2015-10-22
Matches/MatchScorecard_ODI.asp?MatchCode=3845,2015-10-18
Matches/MatchScorecard_ODI.asp?MatchCode=3844,2015-10-14
Matches/MatchScorecard_ODI.asp?MatchCode=3813,2015-07-10
Matches/MatchScorecard_ODI.asp?MatchCode=3828,2015-08-26
Matches/MatchScorecard_ODI.asp?MatchCode=3827,2015-08-23
Matches/MatchScorecard_ODI.asp?MatchCode=3826,2015-08-19
Matches/MatchScorecard_ODI.asp?MatchCode=3818,2015-07-15
Matches/MatchScorecard_ODI.asp?MatchCode=3776,2015-03-07
Matches/MatchScorecard_ODI.asp?MatchCode=3794,2015-03-24
Matches/MatchScorecard_ODI.asp?MatchCode=3790,2015-03-18
Matches/MatchScorecard_ODI.asp?MatchCode=3771,2015-03-03
Matches/MatchScorecard_ODI.asp?MatchCode=3766,2015-02-27
Matches/MatchScorecard_ODI.asp?MatchCode=3760,2015-02-22
Matches/MatchScorecard_ODI.asp?MatchCode=3750,2015-02-15
Matches/MatchScorecard_ODI.asp?MatchCode=3736,2015-01-21
Matches/MatchScorecard_ODI.asp?MatchCode=3732,2015-01-18
Matches/MatchScorecard_ODI.asp?MatchCode=3728,2015-01-16
Matches/MatchScorecard_ODI.asp?MatchCode=3648,2014-07-12
Matches/MatchScorecard_ODI.asp?MatchCode=3697,2014-11-19
Matches/MatchScorecard_ODI.asp?MatchCode=3695,2014-11-16
Matches/MatchScorecard_ODI.asp?MatchCode=3694,2014-11-14
Matches/MatchScorecard_ODI.asp?MatchCode=3686,2014-10-24
Matches/MatchScorecard_ODI.asp?MatchCode=3685,2014-10-21
Matches/MatchScorecard_ODI.asp?MatchCode=3647,2014-07-09
