name,batting_avg,batting_strike_rate,MRA,outrate,BRPI,innings_batted,bowling_avg,bowling_sr,bowling_er,bowling_outrate,maidens,innings_bowled,role
Marcus Stoinis  (Australia).csv-all,36.214285714285715,0.9201451905626136,0.15789473684210525,0.02540834845735028,15.052631578947368,38,45.814814814814824,44.95555555555556,6.114681166584281,0.022244191794364803,1.0,39,all
David Warner  (Australia).csv-bat,43.5,0.9565972222222222,0.2892561983471074,0.02199074074074074,22.363636363636363,121,-1.0,-1.0,8.0,0.0,0.0,1,bat
Mitchell Starc  (Australia).csv-ball,15.291666666666664,0.9017199017199016,0.0,0.05896805896805898,3.1764705882352944,51,29.48333333333333,32.2,5.4937888198757765,0.031055900621118005,16.0,91,ball
Steve Smith  (Australia).csv-bat,42.43010752688172,0.8661106233538192,0.2909090909090909,0.020412642669007903,14.763636363636365,110,33.0,37.51428571428572,5.277989337395279,0.026656511805026654,1.0,40,bat
Patrick Cummins  (Australia).csv-ball,13.0,0.7624633431085044,0.0,0.05865102639296187,2.5,40,30.39130434782609,36.58695652173913,4.983957219251337,0.027332144979203804,22.0,64,ball
Aaron Finch  (Australia).csv-bat,42.388888888888886,0.8877254217568353,0.29508196721311475,0.020942408376963352,21.688524590163933,122,58.25,65.25,5.35632183908046,0.01532567049808429,1.0,21,bat
Jason Behrendorff  (Australia).csv-ball,19.0,1.3571428571428572,0.0,0.07142857142857142,0.0,5,41.4,38.76,6.408668730650157,0.025799793601651192,3.0,11,ball
Glenn Maxwell  (Australia).csv-all,34.6625,1.2373940205265506,0.17,0.035698348951360995,17.08,100,55.0,59.21538461538461,5.572876071706936,0.01688750324759678,6.0,86,all
Alex Carey  (Australia).csv-wk,36.16666666666666,0.9146469968387776,0.125,0.02528977871443625,12.75,32,-1.0,-1.0,-1.0,-1.0,-1.0,0,wk
Peter Handscomb  (Australia).csv-bat,35.529411764705884,0.9773462783171522,0.2,0.02750809061488673,11.0,20,-1.0,-1.0,-1.0,-1.0,-1.0,0,bat
Nathan Lyon  (Australia).csv-ball,25.66666666666667,0.9506172839506172,0.0,0.037037037037037035,2.8571428571428568,14,40.083333333333336,49.5,4.858585858585858,0.020202020202020204,4.0,29,ball
Eoin Morgan  (England  Ireland).csv-bat,40.57803468208093,0.9108602569093032,0.2237442922374429,0.022447125989360318,16.977168949771688,219,-1.0,-1.0,-1.0,-1.0,-1.0,0,bat
Mark Wood  (England).csv-ball,14.0,0.9655172413793104,0.0,0.06896551724137931,1.4117647058823528,17,51.5,52.5,5.885714285714287,0.01904761904761905,2.0,50,ball
Jofra Archer  (England).csv-ball,4.333333333333333,0.6190476190476191,0.0,0.14285714285714285,0.5714285714285714,7,28.875,32.25,5.372093023255813,0.03100775193798449,4.0,14,ball
Joe Root  (England).csv-bat,49.98214285714285,0.8723702664796634,0.3138686131386861,0.017453638772011844,15.83941605839416,137,58.17391304347826,59.84347826086957,5.832606800348736,0.016710258645742517,2.0,67,bat
Jos Butler  (England).csv-wk,44.47560975609756,1.199671052631579,0.2307692307692308,0.02697368421052632,17.333333333333332,117,-1.0,-1.0,-1.0,-1.0,-1.0,0,wk
Jason Roy  (England).csv-bat,43.864864864864856,1.0734126984126984,0.27710843373493976,0.02447089947089947,24.024096385542173,83,-1.0,-1.0,-1.0,-1.0,-1.0,0,bat
Jonny Bairstow  (England).csv-bat,48.614035087719294,1.0436911487758946,0.24285714285714285,0.02146892655367232,24.714285714285715,70,-1.0,-1.0,-1.0,-1.0,-1.0,0,bat
Liam Plunkett  (England).csv-ball,22.92857142857143,1.0541871921182266,0.02,0.04597701149425287,6.4,50,28.79746835443038,29.17974683544304,5.921395106715252,0.034270345306264084,11.0,87,ball
Chris Woakes  (England).csv-all,28.13953488372093,0.9118311981914092,0.043478260869565216,0.03240391861341371,6.63768115942029,69,31.511904761904763,35.042857142857144,5.3954341622503055,0.028536485935589075,30.0,97,all
Adil Rashid  (England).csv-ball,20.928571428571427,1.0226876090750436,0.022727272727272728,0.04886561954624782,6.7727272727272725,44,36.18,38.38800000000001,5.6548921537980625,0.02604980723142649,2.0,94,ball
Ben Stokes  (England).csv-all,42.065573770491795,0.9430356486585814,0.25925925925925924,0.022418228592429253,16.271604938271604,81,40.13114754098361,39.71803278688525,6.062407132243687,0.025177480600957567,6.0,80,all
